hour,horizon,sensor_idx,sensor_id,latitude,longitude,MAE,n_samples
6,15 min,73,717493.0,34.15434,-118.39618,8.2874,288
6,15 min,74,765176.0,34.13286,-118.35135,2.2616,288
6,15 min,75,717498.0,34.15571,-118.43273,7.0442,288
6,15 min,76,717499.0,34.15666,-118.44808,6.8153,288
6,15 min,77,765171.0,34.16789,-118.46896,5.8498,288
6,15 min,78,718064.0,34.11296,-118.24489,2.2596,288
6,15 min,79,718066.0,34.12302,-118.22889,1.376,288
6,15 min,80,765164.0,34.07898,-118.28911,2.9521,288
6,15 min,81,769431.0,34.15843,-118.45664,7.1034,288
6,15 min,82,769430.0,34.15818,-118.45658,10.4589,288
6,15 min,83,717610.0,34.17886,-118.39497,1.6074,288
6,15 min,84,767053.0,34.17091,-118.46775,4.473,288
6,15 min,85,767621.0,34.13486,-118.22969,1.2664,288
6,15 min,86,772596.0,34.17126,-118.50495,4.9601,288
6,15 min,87,772597.0,34.17109,-118.50495,3.5922,288
6,15 min,88,767350.0,34.18011,-118.47045,2.7797,288
6,15 min,89,767351.0,34.18022,-118.47022,2.0265,288
6,15 min,90,716571.0,34.2,-118.40337,1.0295,288
6,15 min,91,773023.0,34.05773,-118.24348,6.0226,288
6,15 min,92,767585.0,34.16556,-118.22432,0.889,288
6,15 min,93,773024.0,34.05759,-118.24357,9.9243,288
6,15 min,94,717483.0,34.11684,-118.33698,1.9453,288
6,15 min,95,718379.0,34.14224,-118.27812,10.1758,288
6,15 min,96,717481.0,34.10634,-118.32826,1.8408,288
6,15 min,97,717480.0,34.10478,-118.32497,2.5454,288
6,15 min,98,717486.0,34.12974,-118.34809,1.5316,288
6,15 min,99,764120.0,34.20164,-118.40366,1.1361,288
6,15 min,100,772151.0,34.16928,-118.49872,5.0761,288
6,15 min,101,718371.0,34.09017,-118.23849,4.0555,288
6,15 min,102,717489.0,34.13876,-118.36438,1.7429,288
6,15 min,103,717488.0,34.13561,-118.36006,1.5505,288
6,15 min,104,717818.0,34.1722,-118.46753,2.5608,288
6,15 min,105,718076.0,34.16339,-118.2253,1.0263,288
6,15 min,106,718072.0,34.1491,-118.2257,1.4834,288
6,15 min,107,767455.0,34.14347,-118.22704,0.8441,288
6,15 min,108,767454.0,34.14352,-118.22733,1.1701,288
6,15 min,109,761599.0,34.14226,-118.27786,2.3048,288
6,15 min,110,717099.0,34.15648,-118.24674,1.0611,288
6,15 min,111,773916.0,34.15247,-118.2852,2.4364,288
6,15 min,112,716968.0,34.16588,-118.29809,8.2434,288
6,15 min,113,769467.0,34.15451,-118.39699,9.9083,288
6,15 min,114,717576.0,34.15559,-118.2957,1.6319,288
6,15 min,115,717573.0,34.15384,-118.325,1.8423,288
6,15 min,116,717572.0,34.15351,-118.32751,3.4691,288
6,15 min,117,717571.0,34.15326,-118.35921,5.6371,288
6,15 min,118,717570.0,34.15302,-118.35921,1.1838,288
6,15 min,119,764760.0,34.13401,-118.35506,2.6124,288
6,15 min,120,718089.0,34.12769,-118.27372,5.5872,288
6,15 min,121,769847.0,34.20983,-118.22351,1.6174,288
6,15 min,122,717608.0,34.17154,-118.38812,2.15,288
6,15 min,123,767523.0,34.11439,-118.24209,0.9917,288
6,15 min,124,716942.0,34.0593,-118.21451,6.9159,288
6,15 min,125,718090.0,34.14847,-118.27969,9.7733,288
6,15 min,126,769867.0,34.21846,-118.23931,2.8663,288
6,15 min,127,717472.0,34.10045,-118.31601,14.1103,288
6,15 min,128,717473.0,34.10054,-118.31581,2.5529,288
6,15 min,129,759591.0,34.11521,-118.26825,3.5591,288
6,15 min,130,764781.0,34.16037,-118.47012,9.8354,288
6,15 min,131,765099.0,34.16378,-118.47224,7.4699,288
6,15 min,132,762329.0,34.13904,-118.22862,1.1333,288
6,15 min,133,716953.0,34.09458,-118.24279,4.8524,288
6,15 min,134,716951.0,34.08581,-118.23182,4.8864,288
6,15 min,135,767509.0,34.11059,-118.24819,1.671,288
6,15 min,136,765182.0,34.06491,-118.25126,5.2228,288
6,15 min,137,769358.0,34.15679,-118.42222,6.825,288
6,15 min,138,772513.0,34.06871,-118.23661,4.128,288
6,15 min,139,716958.0,34.11167,-118.26501,7.1337,288
6,15 min,140,718496.0,34.15403,-118.34232,6.1504,288
6,15 min,141,769346.0,34.15677,-118.40424,11.5293,288
6,15 min,142,773904.0,34.15641,-118.30266,2.3096,288
6,15 min,143,718499.0,34.15469,-118.31253,2.0255,288
6,15 min,144,764853.0,34.06461,-118.25102,7.9634,288
6,15 min,145,761003.0,34.15546,-118.30841,2.2273,288
6,15 min,146,717502.0,34.16521,-118.47484,8.411,288
6,15 min,147,759602.0,34.12199,-118.27178,2.7714,288
6,15 min,148,717504.0,34.16519,-118.49166,6.227,288
6,15 min,149,763995.0,34.21979,-118.40931,5.229,288
6,15 min,150,717508.0,34.17112,-118.51814,4.075,288
6,15 min,151,765265.0,34.18529,-118.47395,1.968,288
6,15 min,152,773996.0,34.14511,-118.21587,1.2339,288
6,15 min,153,773995.0,34.14483,-118.21587,1.8773,288
6,15 min,154,717469.0,34.0971,-118.31366,2.4188,288
6,15 min,155,717468.0,34.09699,-118.31381,15.1995,288
6,15 min,156,764106.0,34.17169,-118.38801,1.7651,288
6,15 min,157,717465.0,34.09373,-118.30907,2.9102,288
6,15 min,158,764794.0,34.16028,-118.46808,8.4186,288
6,15 min,159,717466.0,34.09359,-118.30918,17.6477,288
6,15 min,160,717461.0,34.08558,-118.30174,17.5958,288
6,15 min,161,717460.0,34.08571,-118.30161,2.5451,288
6,15 min,162,717463.0,34.09004,-118.3059,3.3331,288
6,15 min,163,717462.0,34.08993,-118.30607,20.3495,288
6,15 min,164,769345.0,34.15655,-118.40441,9.8801,288
6,15 min,165,716943.0,34.05987,-118.21492,5.4988,288
6,15 min,166,772669.0,34.07828,-118.22834,3.8837,288
6,15 min,167,717582.0,34.15646,-118.26092,0.7859,288
6,15 min,168,717583.0,34.15627,-118.25506,1.5053,288
6,15 min,169,717580.0,34.1562,-118.26359,1.5156,288
6,15 min,170,716949.0,34.08406,-118.22974,5.1084,288
6,15 min,171,717587.0,34.15402,-118.23893,1.1316,288
6,15 min,172,772178.0,34.16903,-118.49885,6.3047,288
6,15 min,173,717585.0,34.15564,-118.24188,1.1251,288
6,15 min,174,716939.0,34.04301,-118.21724,7.8815,288
6,15 min,175,768469.0,34.13583,-118.35993,4.5733,288
6,15 min,176,764101.0,34.16421,-118.38246,1.8697,288
6,15 min,177,767554.0,34.11966,-118.23143,1.3824,288
6,15 min,178,773975.0,34.14584,-118.22251,1.1064,288
6,15 min,179,773974.0,34.14559,-118.22251,1.8367,288
6,15 min,180,717510.0,34.17128,-118.51976,4.0285,288
6,15 min,181,717513.0,34.17339,-118.5368,3.677,288
6,15 min,182,717825.0,34.22164,-118.47307,1.2932,288
6,15 min,183,767495.0,34.10377,-118.24992,1.5184,288
6,15 min,184,767494.0,34.10377,-118.24962,1.4658,288
6,15 min,185,717821.0,34.20112,-118.47361,1.7394,288
6,15 min,186,717823.0,34.20264,-118.47326,2.1229,288
6,15 min,187,717458.0,34.08265,-118.29755,16.7376,288
6,15 min,188,717459.0,34.08294,-118.29729,3.3705,288
6,15 min,189,769926.0,34.21356,-118.23113,1.2595,288
6,15 min,190,764858.0,34.1527,-118.3754,8.773,288
6,15 min,191,717450.0,34.07488,-118.27362,6.351,288
6,15 min,192,717452.0,34.07502,-118.27356,5.3034,288
6,15 min,193,717453.0,34.07696,-118.28093,7.6412,288
6,15 min,194,759772.0,34.17115,-118.30539,3.4155,288
6,15 min,195,717456.0,34.08102,-118.29325,5.084,288
6,15 min,196,771673.0,34.07787,-118.22871,2.0887,288
6,15 min,197,772167.0,34.16526,-118.47985,6.2925,288
6,15 min,198,769372.0,34.1027,-118.3173,3.6228,288
6,15 min,199,774204.0,34.15397,-118.34172,5.1052,288
6,15 min,200,769806.0,34.19638,-118.18442,1.3749,288
6,15 min,201,717590.0,34.14929,-118.23182,1.0132,288
6,15 min,202,717592.0,34.14604,-118.2243,1.7204,288
6,15 min,203,717595.0,34.14163,-118.1829,1.1618,288
6,15 min,204,772168.0,34.16542,-118.47985,3.8034,288
6,15 min,205,718141.0,34.15133,-118.37456,5.5048,288
6,15 min,206,769373.0,34.10262,-118.31747,8.2204,288
6,30 min,0,773869.0,34.15497,-118.31829,2.2424,288
6,30 min,1,767541.0,34.11621,-118.23799,1.4637,288
6,30 min,2,767542.0,34.11641,-118.23819,1.5364,288
6,30 min,3,717447.0,34.07248,-118.26772,3.0536,288
6,30 min,4,717446.0,34.07142,-118.26572,6.9766,288
6,30 min,5,717445.0,34.06913,-118.25932,5.6168,288
6,30 min,6,773062.0,34.05368,-118.23369,9.9218,288
6,30 min,7,767620.0,34.13486,-118.22932,1.4015,288
6,30 min,8,737529.0,34.20264,-118.47352,1.8549,288
6,30 min,9,717816.0,34.15562,-118.4686,9.8922,288
6,30 min,10,765604.0,34.16415,-118.38223,1.7482,288
6,30 min,11,767471.0,34.15691,-118.22469,1.3141,288
6,30 min,12,716339.0,34.07821,-118.28795,15.531,288
6,30 min,13,773906.0,34.1566,-118.30266,1.914,288
6,30 min,14,765273.0,34.18949,-118.47437,3.8296,288
6,30 min,15,716331.0,34.07006,-118.26246,7.3772,288
6,30 min,16,771667.0,34.07314,-118.23388,2.2374,288
6,30 min,17,716337.0,34.07732,-118.28186,5.6993,288
6,30 min,18,769953.0,34.20672,-118.19992,2.2109,288
6,30 min,19,769402.0,34.12095,-118.33911,2.9811,288
6,30 min,20,769403.0,34.12073,-118.33928,1.1893,288
6,30 min,21,769819.0,34.20584,-118.19803,1.5994,288
6,30 min,22,769405.0,34.12634,-118.34482,1.4019,288
6,30 min,23,716941.0,34.05767,-118.21435,6.4685,288
6,30 min,24,717578.0,34.15478,-118.27076,2.1166,288
6,30 min,25,716960.0,34.12121,-118.27164,7.9842,288
6,30 min,26,717804.0,34.09478,-118.47605,6.9514,288
6,30 min,27,767572.0,34.12967,-118.22871,1.2128,288
6,30 min,28,767573.0,34.12964,-118.22901,1.5407,288
6,30 min,29,773012.0,34.0839,-118.22086,2.8812,288
6,30 min,30,773013.0,34.08374,-118.22076,3.6316,288
6,30 min,31,764424.0,34.17878,-118.39469,1.47,288
6,30 min,32,769388.0,34.11027,-118.33441,1.7057,288
6,30 min,33,716328.0,34.06664,-118.25397,4.6159,288
6,30 min,34,717819.0,34.18784,-118.47407,2.7037,288
6,30 min,35,769941.0,34.20699,-118.20237,1.7238,288
6,30 min,36,760987.0,34.15359,-118.34043,1.3887,288
6,30 min,37,718204.0,34.15541,-118.29575,1.6391,288
6,30 min,38,718045.0,34.06712,-118.23973,8.9214,288
6,30 min,39,769418.0,34.12659,-118.34465,2.0583,288
6,30 min,40,768066.0,34.15118,-118.3748,1.6844,288
6,30 min,41,772140.0,34.16498,-118.47493,5.2107,288
6,30 min,42,773927.0,34.15262,-118.28034,3.5983,288
6,30 min,43,760024.0,34.1593,-118.46483,15.4356,288
6,30 min,44,774012.0,34.14769,-118.20137,0.9521,288
6,30 min,45,774011.0,34.14747,-118.20123,1.191,288
6,30 min,46,767609.0,34.18555,-118.21733,1.1751,288
6,30 min,47,769359.0,34.1566,-118.42216,11.9411,288
6,30 min,48,760650.0,34.07505,-118.23256,5.6228,288
6,30 min,49,716956.0,34.10658,-118.25544,4.7461,288
6,30 min,50,769831.0,34.20663,-118.20101,1.7241,288
6,30 min,51,761604.0,34.15407,-118.28711,7.3507,288
6,30 min,52,717495.0,34.15664,-118.41326,12.7687,288
6,30 min,53,716554.0,34.15597,-118.2666,2.8727,288
6,30 min,54,773953.0,34.15522,-118.29344,2.4698,288
6,30 min,55,767470.0,34.15699,-118.22436,1.3332,288
6,30 min,56,716955.0,34.09579,-118.24427,3.8487,288
6,30 min,57,764949.0,34.12881,-118.34684,2.0204,288
6,30 min,58,773954.0,34.15544,-118.29344,2.6781,288
6,30 min,59,767366.0,34.21216,-118.47341,1.4101,288
6,30 min,60,769444.0,34.15555,-118.43908,11.3653,288
6,30 min,61,773939.0,34.15297,-118.37226,13.9526,288
6,30 min,62,774067.0,34.15362,-118.28441,3.3,288
6,30 min,63,769443.0,34.15574,-118.43931,7.5103,288
6,30 min,64,767750.0,34.09335,-118.20635,2.3662,288
6,30 min,65,767751.0,34.09335,-118.20616,1.8015,288
6,30 min,66,767610.0,34.18555,-118.21766,0.8722,288
6,30 min,67,773880.0,34.15367,-118.3484,0.9833,288
6,30 min,68,764766.0,34.13338,-118.3535,2.1659,288
6,30 min,69,717497.0,34.15685,-118.41456,10.1795,288
6,30 min,70,717490.0,34.14745,-118.37124,1.703,288
6,30 min,71,717491.0,34.14761,-118.3711,1.6828,288
6,30 min,72,717492.0,34.15459,-118.37935,9.3499,288
6,30 min,73,717493.0,34.15434,-118.39618,9.4913,288
6,30 min,74,765176.0,34.13286,-118.35135,2.5814,288
6,30 min,75,717498.0,34.15571,-118.43273,7.2254,288
6,30 min,76,717499.0,34.15666,-118.44808,7.896,288
6,30 min,77,765171.0,34.16789,-118.46896,5.3682,288
6,30 min,78,718064.0,34.11296,-118.24489,2.0846,288
6,30 min,79,718066.0,34.12302,-118.22889,1.5374,288
6,30 min,80,765164.0,34.07898,-118.28911,3.1796,288
6,30 min,81,769431.0,34.15843,-118.45664,7.0449,288
6,30 min,82,769430.0,34.15818,-118.45658,11.5601,288
6,30 min,83,717610.0,34.17886,-118.39497,1.6428,288
6,30 min,84,767053.0,34.17091,-118.46775,4.0967,288
6,30 min,85,767621.0,34.13486,-118.22969,1.3657,288
6,30 min,86,772596.0,34.17126,-118.50495,5.4627,288
6,30 min,87,772597.0,34.17109,-118.50495,4.4301,288
6,30 min,88,767350.0,34.18011,-118.47045,3.3933,288
6,30 min,89,767351.0,34.18022,-118.47022,2.2288,288
6,30 min,90,716571.0,34.2,-118.40337,0.9764,288
6,30 min,91,773023.0,34.05773,-118.24348,6.1086,288
6,30 min,92,767585.0,34.16556,-118.22432,0.8689,288
6,30 min,93,773024.0,34.05759,-118.24357,9.6927,288
6,30 min,94,717483.0,34.11684,-118.33698,2.1805,288
6,30 min,95,718379.0,34.14224,-118.27812,10.9236,288
6,30 min,96,717481.0,34.10634,-118.32826,1.9829,288
6,30 min,97,717480.0,34.10478,-118.32497,3.0863,288
6,30 min,98,717486.0,34.12974,-118.34809,1.7294,288
6,30 min,99,764120.0,34.20164,-118.40366,1.1671,288
6,30 min,100,772151.0,34.16928,-118.49872,5.9318,288
6,30 min,101,718371.0,34.09017,-118.23849,4.4879,288
6,30 min,102,717489.0,34.13876,-118.36438,1.9002,288
6,30 min,103,717488.0,34.13561,-118.36006,1.794,288
6,30 min,104,717818.0,34.1722,-118.46753,2.8195,288
6,30 min,105,718076.0,34.16339,-118.2253,1.0634,288
6,30 min,106,718072.0,34.1491,-118.2257,1.4083,288
6,30 min,107,767455.0,34.14347,-118.22704,0.8787,288
6,30 min,108,767454.0,34.14352,-118.22733,1.1916,288
6,30 min,109,761599.0,34.14226,-118.27786,2.4722,288
6,30 min,110,717099.0,34.15648,-118.24674,1.2598,288
6,30 min,111,773916.0,34.15247,-118.2852,2.6255,288
6,30 min,112,716968.0,34.16588,-118.29809,9.3504,288
6,30 min,113,769467.0,34.15451,-118.39699,11.3171,288
6,30 min,114,717576.0,34.15559,-118.2957,1.8351,288
6,30 min,115,717573.0,34.15384,-118.325,1.6362,288
6,30 min,116,717572.0,34.15351,-118.32751,4.2784,288
6,30 min,117,717571.0,34.15326,-118.35921,6.9257,288
6,30 min,118,717570.0,34.15302,-118.35921,1.1937,288
6,30 min,119,764760.0,34.13401,-118.35506,2.9746,288
6,30 min,120,718089.0,34.12769,-118.27372,6.8622,288
6,30 min,121,769847.0,34.20983,-118.22351,1.7056,288
6,30 min,122,717608.0,34.17154,-118.38812,2.2644,288
6,30 min,123,767523.0,34.11439,-118.24209,1.0365,288
6,30 min,124,716942.0,34.0593,-118.21451,8.5042,288
6,30 min,125,718090.0,34.14847,-118.27969,10.7848,288
6,30 min,126,769867.0,34.21846,-118.23931,2.9708,288
6,30 min,127,717472.0,34.10045,-118.31601,15.4773,288
6,30 min,128,717473.0,34.10054,-118.31581,3.2747,288
6,30 min,129,759591.0,34.11521,-118.26825,3.9273,288
6,30 min,130,764781.0,34.16037,-118.47012,12.1879,288
6,30 min,131,765099.0,34.16378,-118.47224,8.0869,288
6,30 min,132,762329.0,34.13904,-118.22862,1.1882,288
6,30 min,133,716953.0,34.09458,-118.24279,5.2763,288
6,30 min,134,716951.0,34.08581,-118.23182,6.1739,288
6,30 min,135,767509.0,34.11059,-118.24819,1.675,288
6,30 min,136,765182.0,34.06491,-118.25126,5.3463,288
6,30 min,137,769358.0,34.15679,-118.42222,7.5971,288
6,30 min,138,772513.0,34.06871,-118.23661,4.0797,288
6,30 min,139,716958.0,34.11167,-118.26501,8.9892,288
6,30 min,140,718496.0,34.15403,-118.34232,6.7925,288
6,30 min,141,769346.0,34.15677,-118.40424,12.8734,288
6,30 min,142,773904.0,34.15641,-118.30266,2.2848,288
6,30 min,143,718499.0,34.15469,-118.31253,2.1119,288
6,30 min,144,764853.0,34.06461,-118.25102,8.0435,288
6,30 min,145,761003.0,34.15546,-118.30841,2.166,288
6,30 min,146,717502.0,34.16521,-118.47484,8.9108,288
6,30 min,147,759602.0,34.12199,-118.27178,3.1364,288
6,30 min,148,717504.0,34.16519,-118.49166,7.4302,288
6,30 min,149,763995.0,34.21979,-118.40931,6.6297,288
6,30 min,150,717508.0,34.17112,-118.51814,5.1269,288
6,30 min,151,765265.0,34.18529,-118.47395,2.3433,288
6,30 min,152,773996.0,34.14511,-118.21587,1.3223,288
6,30 min,153,773995.0,34.14483,-118.21587,1.7977,288
6,30 min,154,717469.0,34.0971,-118.31366,3.0039,288
6,30 min,155,717468.0,34.09699,-118.31381,16.6805,288
6,30 min,156,764106.0,34.17169,-118.38801,1.855,288
6,30 min,157,717465.0,34.09373,-118.30907,3.4935,288
6,30 min,158,764794.0,34.16028,-118.46808,8.7743,288
6,30 min,159,717466.0,34.09359,-118.30918,18.3168,288
6,30 min,160,717461.0,34.08558,-118.30174,18.4772,288
6,30 min,161,717460.0,34.08571,-118.30161,2.8792,288
6,30 min,162,717463.0,34.09004,-118.3059,3.8454,288
6,30 min,163,717462.0,34.08993,-118.30607,21.3418,288
6,30 min,164,769345.0,34.15655,-118.40441,11.4689,288
6,30 min,165,716943.0,34.05987,-118.21492,6.2976,288
6,30 min,166,772669.0,34.07828,-118.22834,4.2749,288
6,30 min,167,717582.0,34.15646,-118.26092,0.8462,288
6,30 min,168,717583.0,34.15627,-118.25506,1.6724,288
6,30 min,169,717580.0,34.1562,-118.26359,1.6177,288
6,30 min,170,716949.0,34.08406,-118.22974,5.9238,288
6,30 min,171,717587.0,34.15402,-118.23893,1.2639,288
6,30 min,172,772178.0,34.16903,-118.49885,6.9942,288
6,30 min,173,717585.0,34.15564,-118.24188,1.2378,288
6,30 min,174,716939.0,34.04301,-118.21724,9.0301,288
6,30 min,175,768469.0,34.13583,-118.35993,4.6927,288
6,30 min,176,764101.0,34.16421,-118.38246,2.0686,288
6,30 min,177,767554.0,34.11966,-118.23143,1.3985,288
6,30 min,178,773975.0,34.14584,-118.22251,1.1572,288
6,30 min,179,773974.0,34.14559,-118.22251,1.8746,288
6,30 min,180,717510.0,34.17128,-118.51976,4.013,288
6,30 min,181,717513.0,34.17339,-118.5368,4.0965,288
6,30 min,182,717825.0,34.22164,-118.47307,1.3953,288
6,30 min,183,767495.0,34.10377,-118.24992,1.5052,288
6,30 min,184,767494.0,34.10377,-118.24962,1.4766,288
6,30 min,185,717821.0,34.20112,-118.47361,1.9396,288
6,30 min,186,717823.0,34.20264,-118.47326,2.2811,288
6,30 min,187,717458.0,34.08265,-118.29755,17.3856,288
6,30 min,188,717459.0,34.08294,-118.29729,4.0943,288
6,30 min,189,769926.0,34.21356,-118.23113,1.3079,288
6,30 min,190,764858.0,34.1527,-118.3754,9.974,288
6,30 min,191,717450.0,34.07488,-118.27362,7.2672,288
6,30 min,192,717452.0,34.07502,-118.27356,5.2144,288
6,30 min,193,717453.0,34.07696,-118.28093,8.2628,288
6,30 min,194,759772.0,34.17115,-118.30539,4.1126,288
6,30 min,195,717456.0,34.08102,-118.29325,6.0377,288
6,30 min,196,771673.0,34.07787,-118.22871,2.181,288
6,30 min,197,772167.0,34.16526,-118.47985,6.6565,288
6,30 min,198,769372.0,34.1027,-118.3173,4.4381,288
6,30 min,199,774204.0,34.15397,-118.34172,6.1445,288
6,30 min,200,769806.0,34.19638,-118.18442,1.5081,288
6,30 min,201,717590.0,34.14929,-118.23182,1.1104,288
6,30 min,202,717592.0,34.14604,-118.2243,1.6811,288
6,30 min,203,717595.0,34.14163,-118.1829,1.5489,288
6,30 min,204,772168.0,34.16542,-118.47985,4.6586,288
6,30 min,205,718141.0,34.15133,-118.37456,6.3108,288
6,30 min,206,769373.0,34.10262,-118.31747,9.0133,288
6,60 min,0,773869.0,34.15497,-118.31829,2.3454,288
6,60 min,1,767541.0,34.11621,-118.23799,1.4256,288
6,60 min,2,767542.0,34.11641,-118.23819,1.6038,288
6,60 min,3,717447.0,34.07248,-118.26772,3.9439,288
6,60 min,4,717446.0,34.07142,-118.26572,7.8384,288
6,60 min,5,717445.0,34.06913,-118.25932,6.2169,288
6,60 min,6,773062.0,34.05368,-118.23369,14.6638,288
6,60 min,7,767620.0,34.13486,-118.22932,1.3954,288
6,60 min,8,737529.0,34.20264,-118.47352,1.9723,288
6,60 min,9,717816.0,34.15562,-118.4686,9.6322,288
6,60 min,10,765604.0,34.16415,-118.38223,1.8948,288
6,60 min,11,767471.0,34.15691,-118.22469,1.3742,288
6,60 min,12,716339.0,34.07821,-118.28795,16.1952,288
6,60 min,13,773906.0,34.1566,-118.30266,2.0844,288
6,60 min,14,765273.0,34.18949,-118.47437,3.9305,288
6,60 min,15,716331.0,34.07006,-118.26246,8.4968,288
6,60 min,16,771667.0,34.07314,-118.23388,3.1287,288
6,60 min,17,716337.0,34.07732,-118.28186,6.541,288
6,60 min,18,769953.0,34.20672,-118.19992,2.2397,288
6,60 min,19,769402.0,34.12095,-118.33911,4.0456,288
6,60 min,20,769403.0,34.12073,-118.33928,1.4991,288
6,60 min,21,769819.0,34.20584,-118.19803,1.8035,288
6,60 min,22,769405.0,34.12634,-118.34482,1.6458,288
6,60 min,23,716941.0,34.05767,-118.21435,10.2759,288
6,60 min,24,717578.0,34.15478,-118.27076,3.047,288
6,60 min,25,716960.0,34.12121,-118.27164,10.7454,288
6,60 min,26,717804.0,34.09478,-118.47605,8.3725,288
6,60 min,27,767572.0,34.12967,-118.22871,1.1847,288
6,60 min,28,767573.0,34.12964,-118.22901,1.5744,288
6,60 min,29,773012.0,34.0839,-118.22086,2.8021,288
6,60 min,30,773013.0,34.08374,-118.22076,3.3682,288
6,60 min,31,764424.0,34.17878,-118.39469,1.4106,288
6,60 min,32,769388.0,34.11027,-118.33441,1.7,288
6,60 min,33,716328.0,34.06664,-118.25397,5.0272,288
6,60 min,34,717819.0,34.18784,-118.47407,3.1739,288
6,60 min,35,769941.0,34.20699,-118.20237,1.6828,288
6,60 min,36,760987.0,34.15359,-118.34043,1.4423,288
6,60 min,37,718204.0,34.15541,-118.29575,2.4305,288
6,60 min,38,718045.0,34.06712,-118.23973,11.1701,288
6,60 min,39,769418.0,34.12659,-118.34465,2.2853,288
6,60 min,40,768066.0,34.15118,-118.3748,1.915,288
6,60 min,41,772140.0,34.16498,-118.47493,6.8755,288
6,60 min,42,773927.0,34.15262,-118.28034,5.9697,288
6,60 min,43,760024.0,34.1593,-118.46483,18.1845,288
6,60 min,44,774012.0,34.14769,-118.20137,1.2151,288
6,60 min,45,774011.0,34.14747,-118.20123,2.1751,288
6,60 min,46,767609.0,34.18555,-118.21733,1.5366,288
6,60 min,47,769359.0,34.1566,-118.42216,15.1491,288
6,60 min,48,760650.0,34.07505,-118.23256,5.3364,288
6,60 min,49,716956.0,34.10658,-118.25544,5.3662,288
6,60 min,50,769831.0,34.20663,-118.20101,1.8462,288
6,60 min,51,761604.0,34.15407,-118.28711,7.9195,288
6,60 min,52,717495.0,34.15664,-118.41326,16.8696,288
6,60 min,53,716554.0,34.15597,-118.2666,3.0521,288
6,60 min,54,773953.0,34.15522,-118.29344,3.4618,288
6,60 min,55,767470.0,34.15699,-118.22436,1.2517,288
6,60 min,56,716955.0,34.09579,-118.24427,5.1673,288
6,60 min,57,764949.0,34.12881,-118.34684,2.1794,288
6,60 min,58,773954.0,34.15544,-118.29344,2.7691,288
6,60 min,59,767366.0,34.21216,-118.47341,1.3555,288
6,60 min,60,769444.0,34.15555,-118.43908,14.3425,288
6,60 min,61,773939.0,34.15297,-118.37226,18.2839,288
6,60 min,62,774067.0,34.15362,-118.28441,3.5428,288
6,60 min,63,769443.0,34.15574,-118.43931,8.2626,288
6,60 min,64,767750.0,34.09335,-118.20635,1.8403,288
6,60 min,65,767751.0,34.09335,-118.20616,1.4693,288
6,60 min,66,767610.0,34.18555,-118.21766,1.0655,288
6,60 min,67,773880.0,34.15367,-118.3484,1.0359,288
6,60 min,68,764766.0,34.13338,-118.3535,2.4857,288
6,60 min,69,717497.0,34.15685,-118.41456,11.9472,288
6,60 min,70,717490.0,34.14745,-118.37124,1.7499,288
6,60 min,71,717491.0,34.14761,-118.3711,2.6299,288
6,60 min,72,717492.0,34.15459,-118.37935,11.8218,288
6,60 min,73,717493.0,34.15434,-118.39618,12.1723,288
6,60 min,74,765176.0,34.13286,-118.35135,2.6245,288
6,60 min,75,717498.0,34.15571,-118.43273,7.4672,288
6,60 min,76,717499.0,34.15666,-118.44808,10.8001,288
6,60 min,77,765171.0,34.16789,-118.46896,5.1714,288
6,60 min,78,718064.0,34.11296,-118.24489,2.1368,288
6,60 min,79,718066.0,34.12302,-118.22889,1.5951,288
6,60 min,80,765164.0,34.07898,-118.28911,4.1701,288
6,60 min,81,769431.0,34.15843,-118.45664,6.8795,288
6,60 min,82,769430.0,34.15818,-118.45658,14.4455,288
6,60 min,83,717610.0,34.17886,-118.39497,1.7871,288
6,60 min,84,767053.0,34.17091,-118.46775,3.6534,288
6,60 min,85,767621.0,34.13486,-118.22969,1.5374,288
6,60 min,86,772596.0,34.17126,-118.50495,6.7904,288
6,60 min,87,772597.0,34.17109,-118.50495,6.2794,288
6,60 min,88,767350.0,34.18011,-118.47045,3.6521,288
6,60 min,89,767351.0,34.18022,-118.47022,1.8932,288
6,60 min,90,716571.0,34.2,-118.40337,0.9748,288
6,60 min,91,773023.0,34.05773,-118.24348,6.9363,288
6,60 min,92,767585.0,34.16556,-118.22432,0.9509,288
6,60 min,93,773024.0,34.05759,-118.24357,11.3679,288
6,60 min,94,717483.0,34.11684,-118.33698,3.3604,288
6,60 min,95,718379.0,34.14224,-118.27812,13.7119,288
6,60 min,96,717481.0,34.10634,-118.32826,2.7098,288
6,60 min,97,717480.0,34.10478,-118.32497,4.215,288
6,60 min,98,717486.0,34.12974,-118.34809,1.9836,288
6,60 min,99,764120.0,34.20164,-118.40366,1.0387,288
6,60 min,100,772151.0,34.16928,-118.49872,9.1105,288
6,60 min,101,718371.0,34.09017,-118.23849,6.6275,288
6,60 min,102,717489.0,34.13876,-118.36438,2.2118,288
6,60 min,103,717488.0,34.13561,-118.36006,2.1882,288
6,60 min,104,717818.0,34.1722,-118.46753,2.2186,288
6,60 min,105,718076.0,34.16339,-118.2253,1.1195,288
6,60 min,106,718072.0,34.1491,-118.2257,1.6169,288
6,60 min,107,767455.0,34.14347,-118.22704,0.8712,288
6,60 min,108,767454.0,34.14352,-118.22733,1.3581,288
6,60 min,109,761599.0,34.14226,-118.27786,3.8047,288
